passenger_id,airport,flight_type,entry_time,current_step,time_spent_current_step,active_users_in_step,avg_step_duration,target_time_remaining,event_observed
P00722,FCO,international,2025-01-04T05:24,2,6.99,14,12.54,2.95,1
P00723,LHR,international,2025-01-11T14:27,2,7.5,18,13.38,38.17,1
P00724,BOD,domestic,2025-01-09T08:54,5,34.2,41,16.39,3.81,1
P00725,FCO,international,2025-01-28T15:35,6,11.82,37,32.31,15.83,1
P00726,NCE,domestic,2025-01-28T07:10,2,5.37,30,16.08,3.97,1
P00727,AMS,international,2025-01-07T12:29,7,160.74,64,404.55,31.94,1
P00728,LYS,domestic,2025-01-18T04:43,2,10.69,22,14.64,5.28,1
P00729,FCO,international,2025-01-06T01:48,5,8.23,33,18.21,12.2,1
P00730,FCO,international,2025-01-27T02:43,3,9.0,51,26.26,2.67,1
P00731,FCO,international,2025-01-14T10:45,1,3.62,20,6.14,2.58,1
P00732,FCO,international,2025-01-07T06:55,3,20.61,63,31.7,13.94,1
P00733,FCO,international,2025-01-24T19:29,6,15.24,54,42.97,14.15,0
P00734,LYS,domestic,2025-01-10T12:59,8,2.67,27,14.42,15.21,1
P00735,LYS,domestic,2025-01-01T22:59,3,5.54,41,17.26,7.74,0
P00736,MAD,international,2025-01-30T14:35,5,4.92,36,22.53,13.0,1
P00737,FCO,international,2025-01-13T22:33,9,11.62,24,12.55,4.79,1
P00738,JFK,international,2025-01-20T20:21,6,10.16,35,35.92,11.22,1
P00739,BOD,domestic,2025-01-05T09:37,3,2.47,76,32.3,40.25,1
P00740,BOD,domestic,2025-01-28T02:35,5,5.13,38,10.94,5.84,1
P00741,DXB,international,2025-01-04T23:17,3,3.54,51,24.53,11.58,1
P00742,CDG,domestic,2025-01-27T23:17,4,2.31,22,3.34,0.5,1
P00743,ORY,domestic,2025-01-09T04:36,1,4.78,22,6.21,2.39,1
P00744,LHR,international,2025-01-20T05:07,5,6.24,47,17.69,6.0,1
P00745,LHR,international,2025-01-23T04:47,6,11.33,38,21.09,1.91,1
P00746,LHR,international,2025-01-16T09:07,9,4.23,22,11.97,4.5,0
P00747,LYS,domestic,2025-01-17T13:50,7,36.3,74,77.03,36.74,1
P00748,FCO,international,2025-01-22T03:12,5,14.76,35,21.68,7.87,1
P00749,AMS,international,2025-01-20T13:08,9,1.71,26,7.69,6.72,1
P00750,AMS,international,2025-01-23T07:11,7,404.24,77,527.92,404.0,1
P00751,LYS,domestic,2025-01-28T20:33,1,3.03,33,8.77,1.7,1
P00752,FCO,international,2025-01-11T13:33,5,21.31,44,19.35,3.94,1
P00753,LYS,domestic,2025-01-13T22:30,6,6.4,26,18.04,8.78,1
P00754,ORY,domestic,2025-01-06T14:14,2,1.29,19,9.79,9.34,1
P00755,LHR,international,2025-01-15T15:43,7,168.6,78,400.15,252.12,1
P00756,BOD,domestic,2025-01-20T19:26,1,17.88,38,8.97,5.52,1
P00757,DXB,international,2025-01-18T19:50,6,3.59,38,49.26,29.93,1
P00758,LHR,international,2025-01-17T15:05,2,0.66,20,18.79,4.26,0
P00759,FRA,international,2025-01-09T13:39,8,16.79,23,21.13,15.14,1
P00760,ORY,domestic,2025-01-08T05:32,4,0.76,17,4.75,1.24,1
P00761,FCO,international,2025-01-08T16:40,2,3.93,14,21.79,13.36,1
P00762,ORY,domestic,2025-01-23T17:49,2,5.25,25,14.59,10.53,1
P00763,AMS,international,2025-01-28T17:50,5,11.95,48,20.88,5.39,1
P00764,MAD,international,2025-01-20T21:50,3,9.5,43,15.34,25.4,1
P00765,BOD,domestic,2025-01-06T19:03,8,21.95,29,20.84,2.28,1
P00766,FRA,international,2025-01-19T10:55,3,17.42,41,20.29,3.99,1
P00767,LHR,international,2025-01-01T12:35,7,551.68,81,402.75,188.29,1
P00768,CDG,domestic,2025-01-02T18:17,3,11.88,40,21.19,15.94,1
P00769,AMS,international,2025-01-06T17:30,1,5.15,35,9.13,3.98,1
P00770,BOD,domestic,2025-01-20T16:29,1,2.22,26,6.29,3.07,1
P00771,CDG,domestic,2025-01-14T02:35,2,0.58,9,14.84,8.64,1
P00772,BOD,domestic,2025-01-15T23:15,5,22.55,36,24.66,13.22,1
P00773,CDG,domestic,2025-01-20T11:47,3,18.94,42,18.12,1.15,1
P00774,FRA,international,2025-01-17T07:03,7,662.66,113,500.99,44.6,1
P00775,AMS,international,2025-01-25T18:37,1,7.52,35,8.7,1.55,1
P00776,DXB,international,2025-01-21T02:08,4,1.03,18,14.5,11.59,1
P00777,JFK,international,2025-01-07T02:42,4,13.88,11,9.69,15.03,1
P00778,AMS,international,2025-01-09T14:45,1,0.5,25,8.23,1.08,0
P00779,MAD,international,2025-01-09T11:49,6,30.1,28,25.5,1.88,1
P00780,BOD,domestic,2025-01-22T14:10,4,2.63,24,3.51,2.29,1
P00781,AMS,international,2025-01-21T04:05,4,14.21,26,11.16,3.1,1
P00782,DXB,international,2025-01-22T04:57,1,1.74,30,7.48,6.97,1
P00783,MAD,international,2025-01-05T15:58,3,20.65,51,19.6,12.8,0
P00784,LYS,domestic,2025-01-12T01:35,3,2.46,62,28.48,6.88,1
P00785,LYS,domestic,2025-01-05T05:32,5,9.58,40,11.64,1.73,1
P00786,JFK,international,2025-01-19T11:24,5,4.07,33,19.87,15.32,1
P00787,CDG,domestic,2025-01-24T00:34,8,26.89,39,27.75,1.63,1
P00788,DXB,international,2025-01-24T13:10,6,11.16,36,32.25,16.06,1
P00789,LHR,international,2025-01-16T22:57,8,4.55,17,34.44,30.15,1
P00790,LYS,domestic,2025-01-06T22:30,5,3.41,35,24.12,15.26,1
P00791,LYS,domestic,2025-01-24T19:08,3,12.22,43,17.24,8.57,1
P00792,BOD,domestic,2025-01-30T18:58,7,53.67,92,51.96,29.68,0
P00793,BOD,domestic,2025-01-02T18:34,3,6.24,64,21.69,24.23,1
P00794,JFK,international,2025-01-01T03:30,2,6.79,21,16.32,1.49,0
P00795,LHR,international,2025-01-16T02:52,3,3.15,39,26.45,11.19,1
P00796,BOD,domestic,2025-01-08T21:53,6,4.88,25,21.33,7.9,1
P00797,FCO,international,2025-01-22T12:50,7,215.43,71,496.26,43.04,0
P00798,BOD,domestic,2025-01-07T19:48,3,5.51,78,28.37,25.57,1
P00799,NCE,domestic,2025-01-18T10:29,1,5.87,29,7.75,2.08,1
P00800,LHR,international,2025-01-29T00:08,3,5.05,31,26.57,8.06,1
P00801,FRA,international,2025-01-15T13:22,2,22.77,17,14.01,3.35,1
P00802,NCE,domestic,2025-01-12T03:07,1,5.0,29,5.06,2.19,1
P00803,FCO,international,2025-01-15T14:19,2,6.52,11,13.62,9.86,1
P00804,FCO,international,2025-01-23T19:44,7,216.93,113,615.96,128.47,1
P00805,DXB,international,2025-01-24T16:55,4,4.91,28,11.8,5.91,1
P00806,AMS,international,2025-01-04T14:57,6,52.46,32,22.15,7.99,1
P00807,FRA,international,2025-01-28T00:33,3,15.7,51,14.47,2.8,1
P00808,CDG,domestic,2025-01-03T07:04,1,2.78,27,5.5,1.88,1
P00809,JFK,international,2025-01-20T09:25,5,25.06,53,20.4,6.16,1
P00810,LYS,domestic,2025-01-03T07:35,5,19.6,36,16.25,10.19,1
P00811,LHR,international,2025-01-06T17:47,6,10.34,31,35.3,19.02,1
P00812,ORY,domestic,2025-01-04T00:19,2,4.22,12,16.13,5.55,1
P00813,DXB,international,2025-01-25T14:23,3,14.14,46,23.64,28.36,1
P00814,LYS,domestic,2025-01-14T08:10,3,22.24,55,34.38,1.53,1
P00815,ORY,domestic,2025-01-05T03:43,5,8.21,32,21.17,0.77,1
P00816,FRA,international,2025-01-18T05:02,1,5.95,31,7.59,2.38,0
P00817,CDG,domestic,2025-01-19T10:27,2,7.42,16,9.61,3.24,1
P00818,BOD,domestic,2025-01-29T09:10,4,8.99,25,6.86,1.31,1
P00819,CDG,domestic,2025-01-27T20:46,5,17.72,43,18.6,11.77,1
P00820,CDG,domestic,2025-01-21T09:59,2,3.92,15,11.42,4.09,1
P00821,ORY,domestic,2025-01-07T18:05,6,23.29,43,22.99,12.92,1
P00822,ORY,domestic,2025-01-30T05:14,4,1.69,22,5.87,0.89,0
P00823,FCO,international,2025-01-30T15:01,2,9.73,19,8.4,15.05,1
P00824,NCE,domestic,2025-01-13T21:10,3,11.3,42,14.57,2.95,1
P00825,DXB,international,2025-01-20T19:01,8,18.29,57,47.02,30.54,1
P00826,CDG,domestic,2025-01-18T13:27,2,13.2,29,12.91,14.67,1
P00827,MAD,international,2025-01-18T16:55,6,18.89,33,25.26,3.07,1
P00828,AMS,international,2025-01-24T04:08,3,14.38,44,22.58,2.16,0
P00829,LYS,domestic,2025-01-21T20:32,3,41.66,53,29.83,2.53,1
P00830,LHR,international,2025-01-02T01:40,3,12.31,30,26.59,2.53,1
P00831,ORY,domestic,2025-01-22T22:25,1,0.78,23,5.12,2.11,1
P00832,BOD,domestic,2025-01-20T13:25,5,4.56,35,21.67,11.79,1
P00833,ORY,domestic,2025-01-04T17:46,1,6.33,23,4.54,5.68,1
P00834,BOD,domestic,2025-01-09T23:28,5,3.62,33,18.45,4.82,1
P00835,BOD,domestic,2025-01-18T20:04,5,15.41,51,18.91,3.85,1
P00836,AMS,international,2025-01-07T16:21,5,6.33,33,20.8,3.66,1
P00837,CDG,domestic,2025-01-17T12:18,2,9.59,10,14.16,3.39,1
P00838,LHR,international,2025-01-23T12:58,2,5.5,19,21.14,10.13,1
P00839,AMS,international,2025-01-02T11:28,7,63.78,78,288.66,970.98,1
P00840,AMS,international,2025-01-16T04:51,4,6.46,25,12.11,3.46,1
P00841,DXB,international,2025-01-10T14:39,1,1.89,22,4.92,3.4,1
P00842,LHR,international,2025-01-15T15:19,9,4.34,23,7.59,3.39,1
P00843,BOD,domestic,2025-01-08T16:31,4,1.21,22,4.87,1.43,1
P00844,LYS,domestic,2025-01-26T13:16,4,0.81,23,6.13,1.73,1
P00845,LYS,domestic,2025-01-12T08:20,2,12.39,21,20.53,11.02,1
P00846,MAD,international,2025-01-29T09:15,1,7.48,33,9.83,0.58,1
P00847,FCO,international,2025-01-18T16:05,1,3.99,26,13.12,0.5,1
P00848,BOD,domestic,2025-01-03T13:10,9,1.4,26,5.68,3.66,1
P00849,DXB,international,2025-01-05T03:51,1,2.65,23,8.02,1.29,1
P00850,LHR,international,2025-01-03T10:55,2,4.19,20,15.53,3.01,1
P00851,BOD,domestic,2025-01-25T21:13,3,9.41,45,16.77,2.02,0
P00852,DXB,international,2025-01-11T12:45,2,18.39,19,12.81,1.68,1
P00853,LYS,domestic,2025-01-08T16:58,9,6.28,25,9.36,5.76,1
P00854,ORY,domestic,2025-01-03T12:17,8,2.25,22,14.66,13.51,1
P00855,FRA,international,2025-01-15T16:11,1,4.2,28,6.76,2.39,1
P00856,ORY,domestic,2025-01-21T15:54,5,1.03,37,15.36,9.62,1
P00857,LYS,domestic,2025-01-07T17:06,2,10.35,29,19.79,2.29,1
P00858,ORY,domestic,2025-01-02T10:57,8,19.06,31,18.14,20.14,1
P00859,LYS,domestic,2025-01-23T04:41,3,10.04,35,14.31,9.8,1
P00860,FRA,international,2025-01-21T21:06,2,0.65,12,11.32,6.89,0
P00861,AMS,international,2025-01-27T17:50,5,13.06,70,21.8,1.38,1
P00862,FRA,international,2025-01-24T07:56,1,7.81,40,7.94,1.16,0
P00863,LYS,domestic,2025-01-01T12:00,3,2.23,44,14.31,9.12,1
P00864,FCO,international,2025-01-07T16:58,3,6.77,52,18.3,16.76,1
P00865,LHR,international,2025-01-16T22:16,3,26.18,48,32.32,12.29,1
P00866,NCE,domestic,2025-01-17T21:41,1,10.05,20,6.91,1.1,0
P00867,BOD,domestic,2025-01-28T13:11,3,3.8,34,16.89,9.07,0
P00868,DXB,international,2025-01-12T10:09,8,17.14,38,22.27,4.78,1
P00869,FRA,international,2025-01-08T06:21,7,1013.53,101,741.33,65.41,1
P00870,NCE,domestic,2025-01-03T06:35,5,7.96,31,20.74,12.5,1
P00871,BOD,domestic,2025-01-14T04:19,5,10.74,41,17.33,8.15,1
P00872,MAD,international,2025-01-19T09:56,1,3.39,37,8.92,3.43,0
P00873,LHR,international,2025-01-23T05:52,1,4.47,32,10.13,5.3,1
P00874,BOD,domestic,2025-01-27T20:53,6,18.19,38,25.48,3.81,0
P00875,BOD,domestic,2025-01-23T12:24,2,2.74,25,9.51,8.53,1
P00876,CDG,domestic,2025-01-20T06:57,1,0.5,32,10.96,3.17,1
P00877,CDG,domestic,2025-01-06T16:31,2,1.5,14,11.09,13.32,1
P00878,CDG,domestic,2025-01-22T15:37,9,0.5,19,7.48,8.63,1
P00879,MAD,international,2025-01-15T01:06,4,10.77,24,18.46,3.31,1
P00880,FRA,international,2025-01-28T11:09,2,4.4,17,18.45,14.0,1
P00881,BOD,domestic,2025-01-23T06:05,3,5.01,51,25.39,31.94,1
P00882,LHR,international,2025-01-21T14:00,1,1.85,33,7.42,0.94,0
P00883,NCE,domestic,2025-01-11T15:45,2,14.32,14,12.44,3.02,1
P00884,BOD,domestic,2025-01-08T10:20,2,4.15,21,13.4,0.83,0
P00885,FCO,international,2025-01-11T13:03,5,25.23,40,35.01,3.48,1
P00886,AMS,international,2025-01-25T00:04,4,15.03,21,11.74,2.41,0
P00887,NCE,domestic,2025-01-12T13:32,1,5.49,29,7.8,4.86,1
P00888,LHR,international,2025-01-13T11:06,1,2.76,21,6.43,9.01,1
P00889,FRA,international,2025-01-12T16:56,2,3.76,23,18.98,3.24,0
P00890,FCO,international,2025-01-28T13:51,6,15.2,25,36.62,16.54,1
P00891,LHR,international,2025-01-24T10:48,9,3.3,20,12.98,5.25,1
P00892,FCO,international,2025-01-05T21:04,3,7.26,36,21.24,3.28,1
P00893,BOD,domestic,2025-01-11T23:39,5,27.58,31,9.64,7.65,1
P00894,ORY,domestic,2025-01-18T11:47,3,2.6,52,26.94,10.46,1
P00895,AMS,international,2025-01-15T00:52,2,2.2,18,17.22,8.11,1
P00896,FCO,international,2025-01-10T08:23,1,2.81,28,6.15,6.92,1
P00897,CDG,domestic,2025-01-18T05:08,8,13.27,36,14.23,7.61,1
P00898,MAD,international,2025-01-04T08:21,5,2.3,50,18.04,33.93,1
P00899,NCE,domestic,2025-01-22T15:16,9,0.59,26,8.54,7.75,1
P00900,BOD,domestic,2025-01-13T21:26,6,10.31,28,21.47,10.91,1
P00901,ORY,domestic,2025-01-09T23:02,1,1.98,28,5.06,4.01,1
P00902,AMS,international,2025-01-07T00:13,6,2.99,35,29.38,14.68,1
P00903,LYS,domestic,2025-01-22T03:53,5,11.42,26,21.81,6.98,1
P00904,DXB,international,2025-01-15T18:18,8,11.01,40,21.7,24.96,1
P00905,DXB,international,2025-01-14T07:08,7,372.28,96,433.92,42.03,1
P00906,ORY,domestic,2025-01-10T07:50,1,0.5,30,10.41,5.47,1
P00907,FRA,international,2025-01-15T11:36,4,9.99,21,12.06,5.07,1
P00908,FCO,international,2025-01-26T04:58,1,6.24,16,11.62,3.24,1
P00909,NCE,domestic,2025-01-03T08:09,6,8.23,41,38.03,37.04,1
P00910,MAD,international,2025-01-15T20:05,6,18.61,32,29.25,18.36,1
P00911,LHR,international,2025-01-13T02:08,2,4.05,8,18.61,2.72,1
P00912,BOD,domestic,2025-01-22T23:42,2,2.77,13,13.43,14.86,1
P00913,DXB,international,2025-01-02T19:25,6,33.88,31,28.21,15.83,1
P00914,CDG,domestic,2025-01-20T18:10,3,10.13,54,23.87,4.69,1
P00915,DXB,international,2025-01-19T15:54,6,2.39,33,24.43,10.21,0
P00916,DXB,international,2025-01-22T21:12,2,7.87,14,17.15,13.2,1
P00917,MAD,international,2025-01-30T01:08,1,5.0,29,7.06,0.5,1
P00918,BOD,domestic,2025-01-12T05:56,3,28.7,41,21.35,1.13,0
P00919,FRA,international,2025-01-16T18:58,5,5.01,43,22.87,8.57,1
P00920,FCO,international,2025-01-07T19:57,5,28.63,38,25.24,2.84,1
P00921,LHR,international,2025-01-02T18:05,3,19.57,48,26.84,7.78,1
P00922,MAD,international,2025-01-26T08:31,5,46.37,48,16.0,21.53,1
P00923,CDG,domestic,2025-01-08T17:05,3,5.2,44,29.97,7.02,1
P00924,CDG,domestic,2025-01-26T12:31,2,6.23,19,15.12,1.1,1
P00925,LHR,international,2025-01-20T22:21,8,12.83,38,19.82,4.4,1
P00926,LHR,international,2025-01-19T11:14,4,2.92,33,14.18,7.24,1
P00927,NCE,domestic,2025-01-23T11:38,5,8.39,33,23.03,2.99,0
P00928,LYS,domestic,2025-01-20T15:21,1,2.84,23,6.71,1.2,1
P00929,JFK,international,2025-01-14T16:21,1,2.31,18,5.86,4.74,1
P00930,FCO,international,2025-01-19T20:33,5,13.49,43,19.57,12.55,0
P00931,ORY,domestic,2025-01-01T05:02,6,5.55,21,21.1,13.56,1
P00932,FCO,international,2025-01-07T14:33,4,6.6,18,12.63,2.79,1
P00933,JFK,international,2025-01-14T11:39,6,0.96,32,31.64,16.93,1
P00934,MAD,international,2025-01-04T05:39,8,10.23,34,20.33,15.81,1
P00935,LYS,domestic,2025-01-28T02:00,2,9.76,24,14.43,3.06,1
P00936,BOD,domestic,2025-01-02T21:56,5,1.19,37,14.38,17.27,1
P00937,AMS,international,2025-01-10T11:13,2,12.38,15,11.82,3.07,1
P00938,MAD,international,2025-01-08T21:23,9,7.99,15,5.87,4.67,1
P00939,FCO,international,2025-01-08T15:16,3,13.57,46,20.39,2.2,1
P00940,BOD,domestic,2025-01-08T04:21,1,2.41,15,6.27,0.81,1
P00941,BOD,domestic,2025-01-02T13:11,2,1.98,21,14.2,4.6,0
P00942,MAD,international,2025-01-24T07:24,3,3.0,34,22.03,17.18,1
P00943,FCO,international,2025-01-08T03:46,5,18.18,27,21.24,1.77,1
P00944,MAD,international,2025-01-11T19:37,5,11.42,58,24.09,10.14,1
P00945,LYS,domestic,2025-01-18T22:04,1,1.53,20,5.66,2.81,1
P00946,LYS,domestic,2025-01-12T20:08,7,41.82,116,133.19,32.58,1
P00947,BOD,domestic,2025-01-13T18:34,2,4.57,20,19.68,6.21,1
P00948,FCO,international,2025-01-13T03:07,1,3.48,28,4.68,1.0,1
P00949,CDG,domestic,2025-01-10T11:20,7,54.87,57,57.93,10.68,1
P00950,FCO,international,2025-01-03T18:48,6,50.25,30,23.15,4.62,0
P00951,MAD,international,2025-01-01T18:39,3,8.59,53,22.33,8.7,1
P00952,FCO,international,2025-01-15T18:52,5,30.42,40,21.74,2.57,1
P00953,FRA,international,2025-01-27T18:52,5,10.58,51,32.82,2.9,1
P00954,ORY,domestic,2025-01-30T12:35,3,10.91,33,13.07,3.97,1
P00955,JFK,international,2025-01-07T18:40,5,4.09,41,28.17,10.61,0
P00956,LHR,international,2025-01-07T04:30,4,7.86,25,13.59,10.19,1
P00957,AMS,international,2025-01-21T20:57,9,10.72,27,10.04,2.17,0
P00958,AMS,international,2025-01-15T08:09,2,16.83,28,34.34,14.04,1
P00959,BOD,domestic,2025-01-25T04:13,3,1.17,39,18.4,16.55,1
P00960,FCO,international,2025-01-19T10:34,9,10.45,20,8.72,3.5,1
P00961,FRA,international,2025-01-01T17:18,8,34.31,34,38.12,9.3,1
P00962,ORY,domestic,2025-01-12T09:19,3,6.67,62,21.7,24.94,1
P00963,FRA,international,2025-01-10T21:36,5,4.6,29,21.76,2.8,1
P00964,CDG,domestic,2025-01-06T05:20,3,4.5,41,17.2,19.89,1
P00965,DXB,international,2025-01-26T11:09,2,2.38,27,21.74,8.73,0
P00966,ORY,domestic,2025-01-19T03:27,4,5.72,22,5.31,0.66,1
P00967,LHR,international,2025-01-13T13:12,3,23.86,33,16.05,2.89,1
P00968,CDG,domestic,2025-01-18T15:02,6,9.06,26,24.38,15.46,1
P00969,FRA,international,2025-01-06T15:34,4,11.97,22,17.21,2.78,0
P00970,AMS,international,2025-01-21T02:34,1,3.51,26,6.83,2.13,1
P00971,LYS,domestic,2025-01-14T12:09,3,10.66,47,25.89,1.79,1
P00972,BOD,domestic,2025-01-14T12:48,6,6.62,23,23.88,5.61,1
P00973,LYS,domestic,2025-01-19T23:53,2,16.51,18,27.89,3.73,0
P00974,BOD,domestic,2025-01-17T03:25,1,9.34,35,5.7,1.87,1
P00975,FCO,international,2025-01-14T00:32,2,7.47,19,17.95,8.12,1
P00976,FCO,international,2025-01-04T22:40,6,26.7,37,30.49,15.22,1
P00977,LYS,domestic,2025-01-04T00:01,5,11.17,41,24.8,24.16,1
P00978,AMS,international,2025-01-16T14:41,4,10.03,30,10.61,15.74,1
P00979,NCE,domestic,2025-01-13T22:29,9,2.43,17,8.84,7.71,1
P00980,FCO,international,2025-01-29T20:53,8,20.19,33,33.5,1.31,1
P00981,DXB,international,2025-01-17T22:39,3,19.45,37,26.38,2.87,1
P00982,LHR,international,2025-01-19T10:39,5,3.05,38,16.07,5.49,0
P00983,BOD,domestic,2025-01-16T04:20,6,11.13,20,21.13,9.53,1
P00984,BOD,domestic,2025-01-26T18:44,7,125.63,101,110.6,66.73,1
P00985,MAD,international,2025-01-07T03:16,3,12.74,42,20.74,4.46,1
P00986,NCE,domestic,2025-01-21T10:17,9,3.92,20,5.55,0.59,1
P00987,CDG,domestic,2025-01-09T07:52,2,12.79,22,24.97,2.3,1
P00988,MAD,international,2025-01-23T05:31,3,2.99,27,16.84,9.25,1
P00989,LHR,international,2025-01-04T05:31,2,7.71,30,13.39,9.88,1
P00990,NCE,domestic,2025-01-09T09:59,8,10.78,41,21.69,10.03,1
P00991,ORY,domestic,2025-01-20T17:00,9,6.54,20,8.61,1.33,1
P00992,DXB,international,2025-01-10T22:10,1,2.41,26,4.91,3.08,1
P00993,ORY,domestic,2025-01-07T04:08,3,20.2,42,22.21,30.67,1
P00994,BOD,domestic,2025-01-24T22:51,3,10.55,56,10.29,8.79,1
P00995,LYS,domestic,2025-01-01T05:20,6,4.38,36,24.39,16.14,1
P00996,JFK,international,2025-01-03T08:42,2,20.81,18,29.69,5.85,0
P00997,FRA,international,2025-01-16T16:34,1,1.91,24,9.84,4.7,0
P00998,AMS,international,2025-01-05T04:23,2,7.75,25,26.37,3.73,0
P00999,MAD,international,2025-01-28T19:18,5,26.09,38,19.3,12.21,1
P01000,MAD,international,2025-01-29T05:34,1,3.06,24,6.15,3.04,1
P01001,NCE,domestic,2025-01-10T14:12,5,2.85,37,13.21,4.13,0
P01002,ORY,domestic,2025-01-20T10:09,4,0.5,19,3.5,1.5,1
P01003,BOD,domestic,2025-01-29T02:11,3,7.17,40,21.51,11.48,1
P01004,NCE,domestic,2025-01-27T02:29,6,5.44,34,29.15,46.08,1
P01005,CDG,domestic,2025-01-28T10:31,6,3.88,36,36.19,28.25,1
P01006,JFK,international,2025-01-23T20:29,2,10.39,23,22.73,3.42,1
P01007,CDG,domestic,2025-01-27T08:29,2,8.82,17,14.41,7.53,1
P01008,CDG,domestic,2025-01-15T05:23,2,13.27,16,12.38,1.27,1
P01009,MAD,international,2025-01-07T09:46,1,1.15,33,12.81,8.48,1
P01010,BOD,domestic,2025-01-10T06:37,2,36.97,27,15.95,8.39,1
P01011,LHR,international,2025-01-14T23:42,7,97.79,74,323.3,246.81,1
P01012,LHR,international,2025-01-29T22:48,2,10.66,18,17.22,7.9,0
P01013,FRA,international,2025-01-16T20:38,3,16.73,69,24.26,4.26,1
P01014,ORY,domestic,2025-01-05T03:59,1,6.81,16,4.69,6.62,1
P01015,DXB,international,2025-01-09T16:43,6,17.61,22,22.98,0.5,0
P01016,LHR,international,2025-01-16T20:12,8,63.27,35,42.99,16.54,1
P01017,LYS,domestic,2025-01-15T04:07,5,13.96,33,17.3,5.87,0
P01018,FRA,international,2025-01-25T07:49,2,7.05,29,25.0,13.08,1
P01019,BOD,domestic,2025-01-23T08:05,5,8.49,48,21.08,4.34,1
P01020,LYS,domestic,2025-01-14T07:10,5,6.13,34,26.71,9.78,1
P01021,ORY,domestic,2025-01-06T13:19,6,20.76,22,47.65,5.72,1
P01022,CDG,domestic,2025-01-29T19:20,5,2.09,46,23.26,15.82,1
P01023,JFK,international,2025-01-15T08:05,6,18.55,35,33.56,44.04,1
P01024,NCE,domestic,2025-01-08T20:34,5,14.42,47,27.33,1.35,1
P01025,CDG,domestic,2025-01-18T01:16,1,3.41,30,5.14,1.94,1
P01026,DXB,international,2025-01-27T04:37,6,1.33,33,39.4,4.46,0
P01027,AMS,international,2025-01-28T16:46,4,2.05,8,14.46,5.83,1
P01028,AMS,international,2025-01-09T09:36,3,5.39,51,17.51,4.78,1
P01029,LYS,domestic,2025-01-25T21:15,4,1.16,18,3.76,2.77,1
P01030,FCO,international,2025-01-10T11:55,3,13.57,51,18.84,5.91,0
P01031,MAD,international,2025-01-07T17:21,5,23.05,36,28.11,5.31,0
P01032,MAD,international,2025-01-24T21:56,1,4.65,22,6.41,7.7,1
P01033,CDG,domestic,2025-01-12T03:12,5,11.9,39,14.19,15.27,1
P01034,LHR,international,2025-01-26T19:49,3,11.14,55,30.31,14.25,1
P01035,AMS,international,2025-01-06T23:50,8,7.62,28,28.15,14.11,1
P01036,NCE,domestic,2025-01-10T23:38,3,6.12,28,21.8,2.05,1
P01037,DXB,international,2025-01-10T21:37,3,9.48,46,18.38,10.34,1
P01038,FCO,international,2025-01-21T23:30,2,6.51,20,18.7,3.27,0
P01039,JFK,international,2025-01-03T20:34,3,5.81,49,28.32,16.1,1
P01040,NCE,domestic,2025-01-05T04:37,2,5.69,13,8.84,3.01,1
P01041,ORY,domestic,2025-01-23T12:15,5,8.27,35,14.64,2.09,0
P01042,BOD,domestic,2025-01-24T09:35,3,18.59,45,28.45,16.84,1
P01043,FRA,international,2025-01-16T15:43,9,1.94,21,8.88,4.09,1
P01044,JFK,international,2025-01-05T07:46,5,17.02,62,18.49,2.56,0
P01045,FCO,international,2025-01-29T09:42,7,574.49,93,402.68,136.96,1
P01046,AMS,international,2025-01-14T01:03,2,16.11,17,20.56,3.75,1
P01047,CDG,domestic,2025-01-29T12:04,3,11.39,26,13.86,13.03,1
P01048,MAD,international,2025-01-04T17:32,7,139.5,105,693.57,105.39,1
P01049,DXB,international,2025-01-13T01:07,3,3.08,59,16.74,11.4,1
P01050,DXB,international,2025-01-02T02:41,3,5.46,35,17.4,7.17,1
P01051,FRA,international,2025-01-05T03:39,6,31.83,37,44.28,20.39,1
P01052,JFK,international,2025-01-10T17:29,4,14.76,26,17.02,1.21,0
P01053,JFK,international,2025-01-27T15:34,1,5.48,25,6.28,9.11,1
P01054,FRA,international,2025-01-07T10:15,1,3.68,27,8.24,1.26,1
P01055,FCO,international,2025-01-02T16:03,4,4.77,27,14.83,10.58,1
P01056,AMS,international,2025-01-23T07:37,5,12.49,44,25.56,2.96,1
P01057,MAD,international,2025-01-07T05:41,3,28.68,38,26.63,9.26,1
P01058,LYS,domestic,2025-01-02T22:23,1,2.69,31,6.73,2.01,1
P01059,DXB,international,2025-01-03T15:14,8,15.52,34,33.26,13.69,1
P01060,CDG,domestic,2025-01-01T08:51,1,4.44,26,5.3,0.76,1
P01061,JFK,international,2025-01-24T12:46,9,5.49,25,7.65,8.97,1
P01062,CDG,domestic,2025-01-29T22:29,5,9.67,22,14.65,9.3,1
P01063,DXB,international,2025-01-14T14:11,5,4.87,43,24.89,7.06,1
P01064,ORY,domestic,2025-01-25T03:04,5,3.4,30,16.59,13.81,1
P01065,FCO,international,2025-01-09T06:43,6,9.1,31,23.26,12.85,1
P01066,AMS,international,2025-01-09T22:54,6,5.57,29,24.58,8.25,1
P01067,BOD,domestic,2025-01-26T21:17,7,27.69,71,75.97,32.58,1
P01068,JFK,international,2025-01-20T19:13,4,9.15,29,14.86,8.12,0
P01069,JFK,international,2025-01-06T18:22,4,4.06,32,16.15,10.91,1
P01070,NCE,domestic,2025-01-07T04:45,6,12.25,33,29.15,8.04,0
