time_spent_current_step,active_users_in_step,avg_step_duration,hour_of_day,airport_BOD,airport_CDG,airport_DXB,airport_FCO,airport_FRA,airport_JFK,airport_LHR,airport_LYS,airport_MAD,airport_NCE,airport_ORY,flight_type_international,target_time_remaining,event_observed,current_step,passenger_id,entry_time
3.59,38,49.26,19,False,False,True,False,False,False,False,False,False,False,False,True,29.93,1,6,P00757,2025-01-18T19:50
0.66,20,18.79,15,False,False,False,False,False,False,True,False,False,False,False,True,4.26,0,2,P00758,2025-01-17T15:05
16.79,23,21.13,13,False,False,False,False,True,False,False,False,False,False,False,True,15.14,1,8,P00759,2025-01-09T13:39
0.76,17,4.75,5,False,False,False,False,False,False,False,False,False,False,True,False,1.24,1,4,P00760,2025-01-08T05:32
3.93,14,21.79,16,False,False,False,True,False,False,False,False,False,False,False,True,13.36,1,2,P00761,2025-01-08T16:40
5.25,25,14.59,17,False,False,False,False,False,False,False,False,False,False,True,False,10.53,1,2,P00762,2025-01-23T17:49
11.95,48,20.88,17,False,False,False,False,False,False,False,False,False,False,False,True,5.39,1,5,P00763,2025-01-28T17:50
9.5,43,15.34,21,False,False,False,False,False,False,False,False,True,False,False,True,25.4,1,3,P00764,2025-01-20T21:50
21.95,29,20.84,19,True,False,False,False,False,False,False,False,False,False,False,False,2.28,1,8,P00765,2025-01-06T19:03
17.42,41,20.29,10,False,False,False,False,True,False,False,False,False,False,False,True,3.99,1,3,P00766,2025-01-19T10:55
551.68,81,402.75,12,False,False,False,False,False,False,True,False,False,False,False,True,188.29,1,7,P00767,2025-01-01T12:35
11.88,40,21.19,18,False,True,False,False,False,False,False,False,False,False,False,False,15.94,1,3,P00768,2025-01-02T18:17
5.15,35,9.13,17,False,False,False,False,False,False,False,False,False,False,False,True,3.98,1,1,P00769,2025-01-06T17:30
2.22,26,6.29,16,True,False,False,False,False,False,False,False,False,False,False,False,3.07,1,1,P00770,2025-01-20T16:29
0.58,9,14.84,2,False,True,False,False,False,False,False,False,False,False,False,False,8.64,1,2,P00771,2025-01-14T02:35
22.55,36,24.66,23,True,False,False,False,False,False,False,False,False,False,False,False,13.22,1,5,P00772,2025-01-15T23:15
18.94,42,18.12,11,False,True,False,False,False,False,False,False,False,False,False,False,1.15,1,3,P00773,2025-01-20T11:47
662.66,113,500.99,7,False,False,False,False,True,False,False,False,False,False,False,True,44.6,1,7,P00774,2025-01-17T07:03
7.52,35,8.7,18,False,False,False,False,False,False,False,False,False,False,False,True,1.55,1,1,P00775,2025-01-25T18:37
1.03,18,14.5,2,False,False,True,False,False,False,False,False,False,False,False,True,11.59,1,4,P00776,2025-01-21T02:08
13.88,11,9.69,2,False,False,False,False,False,True,False,False,False,False,False,True,15.03,1,4,P00777,2025-01-07T02:42
0.5,25,8.23,14,False,False,False,False,False,False,False,False,False,False,False,True,1.08,0,1,P00778,2025-01-09T14:45
30.1,28,25.5,11,False,False,False,False,False,False,False,False,True,False,False,True,1.88,1,6,P00779,2025-01-09T11:49
2.63,24,3.51,14,True,False,False,False,False,False,False,False,False,False,False,False,2.29,1,4,P00780,2025-01-22T14:10
14.21,26,11.16,4,False,False,False,False,False,False,False,False,False,False,False,True,3.1,1,4,P00781,2025-01-21T04:05
1.74,30,7.48,4,False,False,True,False,False,False,False,False,False,False,False,True,6.97,1,1,P00782,2025-01-22T04:57
20.65,51,19.6,15,False,False,False,False,False,False,False,False,True,False,False,True,12.8,0,3,P00783,2025-01-05T15:58
2.46,62,28.48,1,False,False,False,False,False,False,False,True,False,False,False,False,6.88,1,3,P00784,2025-01-12T01:35
9.58,40,11.64,5,False,False,False,False,False,False,False,True,False,False,False,False,1.73,1,5,P00785,2025-01-05T05:32
4.07,33,19.87,11,False,False,False,False,False,True,False,False,False,False,False,True,15.32,1,5,P00786,2025-01-19T11:24
26.89,39,27.75,0,False,True,False,False,False,False,False,False,False,False,False,False,1.63,1,8,P00787,2025-01-24T00:34
11.16,36,32.25,13,False,False,True,False,False,False,False,False,False,False,False,True,16.06,1,6,P00788,2025-01-24T13:10
4.55,17,34.44,22,False,False,False,False,False,False,True,False,False,False,False,True,30.15,1,8,P00789,2025-01-16T22:57
3.41,35,24.12,22,False,False,False,False,False,False,False,True,False,False,False,False,15.26,1,5,P00790,2025-01-06T22:30
12.22,43,17.24,19,False,False,False,False,False,False,False,True,False,False,False,False,8.57,1,3,P00791,2025-01-24T19:08
53.67,92,51.96,18,True,False,False,False,False,False,False,False,False,False,False,False,29.68,0,7,P00792,2025-01-30T18:58
6.24,64,21.69,18,True,False,False,False,False,False,False,False,False,False,False,False,24.23,1,3,P00793,2025-01-02T18:34
6.79,21,16.32,3,False,False,False,False,False,True,False,False,False,False,False,True,1.49,0,2,P00794,2025-01-01T03:30
3.15,39,26.45,2,False,False,False,False,False,False,True,False,False,False,False,True,11.19,1,3,P00795,2025-01-16T02:52
4.88,25,21.33,21,True,False,False,False,False,False,False,False,False,False,False,False,7.9,1,6,P00796,2025-01-08T21:53
215.43,71,496.26,12,False,False,False,True,False,False,False,False,False,False,False,True,43.04,0,7,P00797,2025-01-22T12:50
5.51,78,28.37,19,True,False,False,False,False,False,False,False,False,False,False,False,25.57,1,3,P00798,2025-01-07T19:48
5.87,29,7.75,10,False,False,False,False,False,False,False,False,False,True,False,False,2.08,1,1,P00799,2025-01-18T10:29
5.05,31,26.57,0,False,False,False,False,False,False,True,False,False,False,False,True,8.06,1,3,P00800,2025-01-29T00:08
22.77,17,14.01,13,False,False,False,False,True,False,False,False,False,False,False,True,3.35,1,2,P00801,2025-01-15T13:22
5.0,29,5.06,3,False,False,False,False,False,False,False,False,False,True,False,False,2.19,1,1,P00802,2025-01-12T03:07
6.52,11,13.62,14,False,False,False,True,False,False,False,False,False,False,False,True,9.86,1,2,P00803,2025-01-15T14:19
216.93,113,615.96,19,False,False,False,True,False,False,False,False,False,False,False,True,128.47,1,7,P00804,2025-01-23T19:44
4.91,28,11.8,16,False,False,True,False,False,False,False,False,False,False,False,True,5.91,1,4,P00805,2025-01-24T16:55
52.46,32,22.15,14,False,False,False,False,False,False,False,False,False,False,False,True,7.99,1,6,P00806,2025-01-04T14:57
15.7,51,14.47,0,False,False,False,False,True,False,False,False,False,False,False,True,2.8,1,3,P00807,2025-01-28T00:33
2.78,27,5.5,7,False,True,False,False,False,False,False,False,False,False,False,False,1.88,1,1,P00808,2025-01-03T07:04
25.06,53,20.4,9,False,False,False,False,False,True,False,False,False,False,False,True,6.16,1,5,P00809,2025-01-20T09:25
19.6,36,16.25,7,False,False,False,False,False,False,False,True,False,False,False,False,10.19,1,5,P00810,2025-01-03T07:35
10.34,31,35.3,17,False,False,False,False,False,False,True,False,False,False,False,True,19.02,1,6,P00811,2025-01-06T17:47
4.22,12,16.13,0,False,False,False,False,False,False,False,False,False,False,True,False,5.55,1,2,P00812,2025-01-04T00:19
14.14,46,23.64,14,False,False,True,False,False,False,False,False,False,False,False,True,28.36,1,3,P00813,2025-01-25T14:23
22.24,55,34.38,8,False,False,False,False,False,False,False,True,False,False,False,False,1.53,1,3,P00814,2025-01-14T08:10
8.21,32,21.17,3,False,False,False,False,False,False,False,False,False,False,True,False,0.77,1,5,P00815,2025-01-05T03:43
5.95,31,7.59,5,False,False,False,False,True,False,False,False,False,False,False,True,2.38,0,1,P00816,2025-01-18T05:02
7.42,16,9.61,10,False,True,False,False,False,False,False,False,False,False,False,False,3.24,1,2,P00817,2025-01-19T10:27
8.99,25,6.86,9,True,False,False,False,False,False,False,False,False,False,False,False,1.31,1,4,P00818,2025-01-29T09:10
17.72,43,18.6,20,False,True,False,False,False,False,False,False,False,False,False,False,11.77,1,5,P00819,2025-01-27T20:46
3.92,15,11.42,9,False,True,False,False,False,False,False,False,False,False,False,False,4.09,1,2,P00820,2025-01-21T09:59
23.29,43,22.99,18,False,False,False,False,False,False,False,False,False,False,True,False,12.92,1,6,P00821,2025-01-07T18:05
1.69,22,5.87,5,False,False,False,False,False,False,False,False,False,False,True,False,0.89,0,4,P00822,2025-01-30T05:14
9.73,19,8.4,15,False,False,False,True,False,False,False,False,False,False,False,True,15.05,1,2,P00823,2025-01-30T15:01
11.3,42,14.57,21,False,False,False,False,False,False,False,False,False,True,False,False,2.95,1,3,P00824,2025-01-13T21:10
18.29,57,47.02,19,False,False,True,False,False,False,False,False,False,False,False,True,30.54,1,8,P00825,2025-01-20T19:01
13.2,29,12.91,13,False,True,False,False,False,False,False,False,False,False,False,False,14.67,1,2,P00826,2025-01-18T13:27
18.89,33,25.26,16,False,False,False,False,False,False,False,False,True,False,False,True,3.07,1,6,P00827,2025-01-18T16:55
14.38,44,22.58,4,False,False,False,False,False,False,False,False,False,False,False,True,2.16,0,3,P00828,2025-01-24T04:08
41.66,53,29.83,20,False,False,False,False,False,False,False,True,False,False,False,False,2.53,1,3,P00829,2025-01-21T20:32
12.31,30,26.59,1,False,False,False,False,False,False,True,False,False,False,False,True,2.53,1,3,P00830,2025-01-02T01:40
0.78,23,5.12,22,False,False,False,False,False,False,False,False,False,False,True,False,2.11,1,1,P00831,2025-01-22T22:25
4.56,35,21.67,13,True,False,False,False,False,False,False,False,False,False,False,False,11.79,1,5,P00832,2025-01-20T13:25
6.33,23,4.54,17,False,False,False,False,False,False,False,False,False,False,True,False,5.68,1,1,P00833,2025-01-04T17:46
3.62,33,18.45,23,True,False,False,False,False,False,False,False,False,False,False,False,4.82,1,5,P00834,2025-01-09T23:28
15.41,51,18.91,20,True,False,False,False,False,False,False,False,False,False,False,False,3.85,1,5,P00835,2025-01-18T20:04
6.33,33,20.8,16,False,False,False,False,False,False,False,False,False,False,False,True,3.66,1,5,P00836,2025-01-07T16:21
9.59,10,14.16,12,False,True,False,False,False,False,False,False,False,False,False,False,3.39,1,2,P00837,2025-01-17T12:18
5.5,19,21.14,12,False,False,False,False,False,False,True,False,False,False,False,True,10.13,1,2,P00838,2025-01-23T12:58
63.78,78,288.66,11,False,False,False,False,False,False,False,False,False,False,False,True,970.98,1,7,P00839,2025-01-02T11:28
6.46,25,12.11,4,False,False,False,False,False,False,False,False,False,False,False,True,3.46,1,4,P00840,2025-01-16T04:51
1.89,22,4.92,14,False,False,True,False,False,False,False,False,False,False,False,True,3.4,1,1,P00841,2025-01-10T14:39
4.34,23,7.59,15,False,False,False,False,False,False,True,False,False,False,False,True,3.39,1,9,P00842,2025-01-15T15:19
1.21,22,4.87,16,True,False,False,False,False,False,False,False,False,False,False,False,1.43,1,4,P00843,2025-01-08T16:31
0.81,23,6.13,13,False,False,False,False,False,False,False,True,False,False,False,False,1.73,1,4,P00844,2025-01-26T13:16
12.39,21,20.53,8,False,False,False,False,False,False,False,True,False,False,False,False,11.02,1,2,P00845,2025-01-12T08:20
7.48,33,9.83,9,False,False,False,False,False,False,False,False,True,False,False,True,0.58,1,1,P00846,2025-01-29T09:15
3.99,26,13.12,16,False,False,False,True,False,False,False,False,False,False,False,True,0.5,1,1,P00847,2025-01-18T16:05
1.4,26,5.68,13,True,False,False,False,False,False,False,False,False,False,False,False,3.66,1,9,P00848,2025-01-03T13:10
2.65,23,8.02,3,False,False,True,False,False,False,False,False,False,False,False,True,1.29,1,1,P00849,2025-01-05T03:51
4.19,20,15.53,10,False,False,False,False,False,False,True,False,False,False,False,True,3.01,1,2,P00850,2025-01-03T10:55
9.41,45,16.77,21,True,False,False,False,False,False,False,False,False,False,False,False,2.02,0,3,P00851,2025-01-25T21:13
18.39,19,12.81,12,False,False,True,False,False,False,False,False,False,False,False,True,1.68,1,2,P00852,2025-01-11T12:45
6.28,25,9.36,16,False,False,False,False,False,False,False,True,False,False,False,False,5.76,1,9,P00853,2025-01-08T16:58
2.25,22,14.66,12,False,False,False,False,False,False,False,False,False,False,True,False,13.51,1,8,P00854,2025-01-03T12:17
4.2,28,6.76,16,False,False,False,False,True,False,False,False,False,False,False,True,2.39,1,1,P00855,2025-01-15T16:11
1.03,37,15.36,15,False,False,False,False,False,False,False,False,False,False,True,False,9.62,1,5,P00856,2025-01-21T15:54
10.35,29,19.79,17,False,False,False,False,False,False,False,True,False,False,False,False,2.29,1,2,P00857,2025-01-07T17:06
19.06,31,18.14,10,False,False,False,False,False,False,False,False,False,False,True,False,20.14,1,8,P00858,2025-01-02T10:57
10.04,35,14.31,4,False,False,False,False,False,False,False,True,False,False,False,False,9.8,1,3,P00859,2025-01-23T04:41
0.65,12,11.32,21,False,False,False,False,True,False,False,False,False,False,False,True,6.89,0,2,P00860,2025-01-21T21:06
13.06,70,21.8,17,False,False,False,False,False,False,False,False,False,False,False,True,1.38,1,5,P00861,2025-01-27T17:50
7.81,40,7.94,7,False,False,False,False,True,False,False,False,False,False,False,True,1.16,0,1,P00862,2025-01-24T07:56
2.23,44,14.31,12,False,False,False,False,False,False,False,True,False,False,False,False,9.12,1,3,P00863,2025-01-01T12:00
6.77,52,18.3,16,False,False,False,True,False,False,False,False,False,False,False,True,16.76,1,3,P00864,2025-01-07T16:58
26.18,48,32.32,22,False,False,False,False,False,False,True,False,False,False,False,True,12.29,1,3,P00865,2025-01-16T22:16
10.05,20,6.91,21,False,False,False,False,False,False,False,False,False,True,False,False,1.1,0,1,P00866,2025-01-17T21:41
3.8,34,16.89,13,True,False,False,False,False,False,False,False,False,False,False,False,9.07,0,3,P00867,2025-01-28T13:11
17.14,38,22.27,10,False,False,True,False,False,False,False,False,False,False,False,True,4.78,1,8,P00868,2025-01-12T10:09
1013.53,101,741.33,6,False,False,False,False,True,False,False,False,False,False,False,True,65.41,1,7,P00869,2025-01-08T06:21
7.96,31,20.74,6,False,False,False,False,False,False,False,False,False,True,False,False,12.5,1,5,P00870,2025-01-03T06:35
10.74,41,17.33,4,True,False,False,False,False,False,False,False,False,False,False,False,8.15,1,5,P00871,2025-01-14T04:19
3.39,37,8.92,9,False,False,False,False,False,False,False,False,True,False,False,True,3.43,0,1,P00872,2025-01-19T09:56
4.47,32,10.13,5,False,False,False,False,False,False,True,False,False,False,False,True,5.3,1,1,P00873,2025-01-23T05:52
18.19,38,25.48,20,True,False,False,False,False,False,False,False,False,False,False,False,3.81,0,6,P00874,2025-01-27T20:53
2.74,25,9.51,12,True,False,False,False,False,False,False,False,False,False,False,False,8.53,1,2,P00875,2025-01-23T12:24
0.5,32,10.96,6,False,True,False,False,False,False,False,False,False,False,False,False,3.17,1,1,P00876,2025-01-20T06:57
1.5,14,11.09,16,False,True,False,False,False,False,False,False,False,False,False,False,13.32,1,2,P00877,2025-01-06T16:31
0.5,19,7.48,15,False,True,False,False,False,False,False,False,False,False,False,False,8.63,1,9,P00878,2025-01-22T15:37
10.77,24,18.46,1,False,False,False,False,False,False,False,False,True,False,False,True,3.31,1,4,P00879,2025-01-15T01:06
4.4,17,18.45,11,False,False,False,False,True,False,False,False,False,False,False,True,14.0,1,2,P00880,2025-01-28T11:09
5.01,51,25.39,6,True,False,False,False,False,False,False,False,False,False,False,False,31.94,1,3,P00881,2025-01-23T06:05
1.85,33,7.42,14,False,False,False,False,False,False,True,False,False,False,False,True,0.94,0,1,P00882,2025-01-21T14:00
14.32,14,12.44,15,False,False,False,False,False,False,False,False,False,True,False,False,3.02,1,2,P00883,2025-01-11T15:45
4.15,21,13.4,10,True,False,False,False,False,False,False,False,False,False,False,False,0.83,0,2,P00884,2025-01-08T10:20
25.23,40,35.01,13,False,False,False,True,False,False,False,False,False,False,False,True,3.48,1,5,P00885,2025-01-11T13:03
15.03,21,11.74,0,False,False,False,False,False,False,False,False,False,False,False,True,2.41,0,4,P00886,2025-01-25T00:04
5.49,29,7.8,13,False,False,False,False,False,False,False,False,False,True,False,False,4.86,1,1,P00887,2025-01-12T13:32
2.76,21,6.43,11,False,False,False,False,False,False,True,False,False,False,False,True,9.01,1,1,P00888,2025-01-13T11:06
3.76,23,18.98,16,False,False,False,False,True,False,False,False,False,False,False,True,3.24,0,2,P00889,2025-01-12T16:56
15.2,25,36.62,13,False,False,False,True,False,False,False,False,False,False,False,True,16.54,1,6,P00890,2025-01-28T13:51
3.3,20,12.98,10,False,False,False,False,False,False,True,False,False,False,False,True,5.25,1,9,P00891,2025-01-24T10:48
7.26,36,21.24,21,False,False,False,True,False,False,False,False,False,False,False,True,3.28,1,3,P00892,2025-01-05T21:04
27.58,31,9.64,23,True,False,False,False,False,False,False,False,False,False,False,False,7.65,1,5,P00893,2025-01-11T23:39
2.6,52,26.94,11,False,False,False,False,False,False,False,False,False,False,True,False,10.46,1,3,P00894,2025-01-18T11:47
2.2,18,17.22,0,False,False,False,False,False,False,False,False,False,False,False,True,8.11,1,2,P00895,2025-01-15T00:52
2.81,28,6.15,8,False,False,False,True,False,False,False,False,False,False,False,True,6.92,1,1,P00896,2025-01-10T08:23
13.27,36,14.23,5,False,True,False,False,False,False,False,False,False,False,False,False,7.61,1,8,P00897,2025-01-18T05:08
2.3,50,18.04,8,False,False,False,False,False,False,False,False,True,False,False,True,33.93,1,5,P00898,2025-01-04T08:21
0.59,26,8.54,15,False,False,False,False,False,False,False,False,False,True,False,False,7.75,1,9,P00899,2025-01-22T15:16
10.31,28,21.47,21,True,False,False,False,False,False,False,False,False,False,False,False,10.91,1,6,P00900,2025-01-13T21:26
1.98,28,5.06,23,False,False,False,False,False,False,False,False,False,False,True,False,4.01,1,1,P00901,2025-01-09T23:02
2.99,35,29.38,0,False,False,False,False,False,False,False,False,False,False,False,True,14.68,1,6,P00902,2025-01-07T00:13
11.42,26,21.81,3,False,False,False,False,False,False,False,True,False,False,False,False,6.98,1,5,P00903,2025-01-22T03:53
11.01,40,21.7,18,False,False,True,False,False,False,False,False,False,False,False,True,24.96,1,8,P00904,2025-01-15T18:18
372.28,96,433.92,7,False,False,True,False,False,False,False,False,False,False,False,True,42.03,1,7,P00905,2025-01-14T07:08
0.5,30,10.41,7,False,False,False,False,False,False,False,False,False,False,True,False,5.47,1,1,P00906,2025-01-10T07:50
9.99,21,12.06,11,False,False,False,False,True,False,False,False,False,False,False,True,5.07,1,4,P00907,2025-01-15T11:36
6.24,16,11.62,4,False,False,False,True,False,False,False,False,False,False,False,True,3.24,1,1,P00908,2025-01-26T04:58
8.23,41,38.03,8,False,False,False,False,False,False,False,False,False,True,False,False,37.04,1,6,P00909,2025-01-03T08:09
18.61,32,29.25,20,False,False,False,False,False,False,False,False,True,False,False,True,18.36,1,6,P00910,2025-01-15T20:05
4.05,8,18.61,2,False,False,False,False,False,False,True,False,False,False,False,True,2.72,1,2,P00911,2025-01-13T02:08
2.77,13,13.43,23,True,False,False,False,False,False,False,False,False,False,False,False,14.86,1,2,P00912,2025-01-22T23:42
33.88,31,28.21,19,False,False,True,False,False,False,False,False,False,False,False,True,15.83,1,6,P00913,2025-01-02T19:25
10.13,54,23.87,18,False,True,False,False,False,False,False,False,False,False,False,False,4.69,1,3,P00914,2025-01-20T18:10
2.39,33,24.43,15,False,False,True,False,False,False,False,False,False,False,False,True,10.21,0,6,P00915,2025-01-19T15:54
7.87,14,17.15,21,False,False,True,False,False,False,False,False,False,False,False,True,13.2,1,2,P00916,2025-01-22T21:12
5.0,29,7.06,1,False,False,False,False,False,False,False,False,True,False,False,True,0.5,1,1,P00917,2025-01-30T01:08
28.7,41,21.35,5,True,False,False,False,False,False,False,False,False,False,False,False,1.13,0,3,P00918,2025-01-12T05:56
5.01,43,22.87,18,False,False,False,False,True,False,False,False,False,False,False,True,8.57,1,5,P00919,2025-01-16T18:58
28.63,38,25.24,19,False,False,False,True,False,False,False,False,False,False,False,True,2.84,1,5,P00920,2025-01-07T19:57
19.57,48,26.84,18,False,False,False,False,False,False,True,False,False,False,False,True,7.78,1,3,P00921,2025-01-02T18:05
46.37,48,16.0,8,False,False,False,False,False,False,False,False,True,False,False,True,21.53,1,5,P00922,2025-01-26T08:31
5.2,44,29.97,17,False,True,False,False,False,False,False,False,False,False,False,False,7.02,1,3,P00923,2025-01-08T17:05
6.23,19,15.12,12,False,True,False,False,False,False,False,False,False,False,False,False,1.1,1,2,P00924,2025-01-26T12:31
12.83,38,19.82,22,False,False,False,False,False,False,True,False,False,False,False,True,4.4,1,8,P00925,2025-01-20T22:21
2.92,33,14.18,11,False,False,False,False,False,False,True,False,False,False,False,True,7.24,1,4,P00926,2025-01-19T11:14
8.39,33,23.03,11,False,False,False,False,False,False,False,False,False,True,False,False,2.99,0,5,P00927,2025-01-23T11:38
2.84,23,6.71,15,False,False,False,False,False,False,False,True,False,False,False,False,1.2,1,1,P00928,2025-01-20T15:21
2.31,18,5.86,16,False,False,False,False,False,True,False,False,False,False,False,True,4.74,1,1,P00929,2025-01-14T16:21
13.49,43,19.57,20,False,False,False,True,False,False,False,False,False,False,False,True,12.55,0,5,P00930,2025-01-19T20:33
5.55,21,21.1,5,False,False,False,False,False,False,False,False,False,False,True,False,13.56,1,6,P00931,2025-01-01T05:02
6.6,18,12.63,14,False,False,False,True,False,False,False,False,False,False,False,True,2.79,1,4,P00932,2025-01-07T14:33
0.96,32,31.64,11,False,False,False,False,False,True,False,False,False,False,False,True,16.93,1,6,P00933,2025-01-14T11:39
10.23,34,20.33,5,False,False,False,False,False,False,False,False,True,False,False,True,15.81,1,8,P00934,2025-01-04T05:39
9.76,24,14.43,2,False,False,False,False,False,False,False,True,False,False,False,False,3.06,1,2,P00935,2025-01-28T02:00
1.19,37,14.38,21,True,False,False,False,False,False,False,False,False,False,False,False,17.27,1,5,P00936,2025-01-02T21:56
12.38,15,11.82,11,False,False,False,False,False,False,False,False,False,False,False,True,3.07,1,2,P00937,2025-01-10T11:13
7.99,15,5.87,21,False,False,False,False,False,False,False,False,True,False,False,True,4.67,1,9,P00938,2025-01-08T21:23
13.57,46,20.39,15,False,False,False,True,False,False,False,False,False,False,False,True,2.2,1,3,P00939,2025-01-08T15:16
2.41,15,6.27,4,True,False,False,False,False,False,False,False,False,False,False,False,0.81,1,1,P00940,2025-01-08T04:21
1.98,21,14.2,13,True,False,False,False,False,False,False,False,False,False,False,False,4.6,0,2,P00941,2025-01-02T13:11
3.0,34,22.03,7,False,False,False,False,False,False,False,False,True,False,False,True,17.18,1,3,P00942,2025-01-24T07:24
18.18,27,21.24,3,False,False,False,True,False,False,False,False,False,False,False,True,1.77,1,5,P00943,2025-01-08T03:46
11.42,58,24.09,19,False,False,False,False,False,False,False,False,True,False,False,True,10.14,1,5,P00944,2025-01-11T19:37
1.53,20,5.66,22,False,False,False,False,False,False,False,True,False,False,False,False,2.81,1,1,P00945,2025-01-18T22:04
41.82,116,133.19,20,False,False,False,False,False,False,False,True,False,False,False,False,32.58,1,7,P00946,2025-01-12T20:08
4.57,20,19.68,18,True,False,False,False,False,False,False,False,False,False,False,False,6.21,1,2,P00947,2025-01-13T18:34
3.48,28,4.68,3,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1,1,P00948,2025-01-13T03:07
54.87,57,57.93,11,False,True,False,False,False,False,False,False,False,False,False,False,10.68,1,7,P00949,2025-01-10T11:20
50.25,30,23.15,18,False,False,False,True,False,False,False,False,False,False,False,True,4.62,0,6,P00950,2025-01-03T18:48
8.59,53,22.33,18,False,False,False,False,False,False,False,False,True,False,False,True,8.7,1,3,P00951,2025-01-01T18:39
30.42,40,21.74,18,False,False,False,True,False,False,False,False,False,False,False,True,2.57,1,5,P00952,2025-01-15T18:52
10.58,51,32.82,18,False,False,False,False,True,False,False,False,False,False,False,True,2.9,1,5,P00953,2025-01-27T18:52
10.91,33,13.07,12,False,False,False,False,False,False,False,False,False,False,True,False,3.97,1,3,P00954,2025-01-30T12:35
4.09,41,28.17,18,False,False,False,False,False,True,False,False,False,False,False,True,10.61,0,5,P00955,2025-01-07T18:40
7.86,25,13.59,4,False,False,False,False,False,False,True,False,False,False,False,True,10.19,1,4,P00956,2025-01-07T04:30
10.72,27,10.04,20,False,False,False,False,False,False,False,False,False,False,False,True,2.17,0,9,P00957,2025-01-21T20:57
16.83,28,34.34,8,False,False,False,False,False,False,False,False,False,False,False,True,14.04,1,2,P00958,2025-01-15T08:09
1.17,39,18.4,4,True,False,False,False,False,False,False,False,False,False,False,False,16.55,1,3,P00959,2025-01-25T04:13
10.45,20,8.72,10,False,False,False,True,False,False,False,False,False,False,False,True,3.5,1,9,P00960,2025-01-19T10:34
34.31,34,38.12,17,False,False,False,False,True,False,False,False,False,False,False,True,9.3,1,8,P00961,2025-01-01T17:18
6.67,62,21.7,9,False,False,False,False,False,False,False,False,False,False,True,False,24.94,1,3,P00962,2025-01-12T09:19
4.6,29,21.76,21,False,False,False,False,True,False,False,False,False,False,False,True,2.8,1,5,P00963,2025-01-10T21:36
4.5,41,17.2,5,False,True,False,False,False,False,False,False,False,False,False,False,19.89,1,3,P00964,2025-01-06T05:20
2.38,27,21.74,11,False,False,True,False,False,False,False,False,False,False,False,True,8.73,0,2,P00965,2025-01-26T11:09
5.72,22,5.31,3,False,False,False,False,False,False,False,False,False,False,True,False,0.66,1,4,P00966,2025-01-19T03:27
23.86,33,16.05,13,False,False,False,False,False,False,True,False,False,False,False,True,2.89,1,3,P00967,2025-01-13T13:12
9.06,26,24.38,15,False,True,False,False,False,False,False,False,False,False,False,False,15.46,1,6,P00968,2025-01-18T15:02
11.97,22,17.21,15,False,False,False,False,True,False,False,False,False,False,False,True,2.78,0,4,P00969,2025-01-06T15:34
3.51,26,6.83,2,False,False,False,False,False,False,False,False,False,False,False,True,2.13,1,1,P00970,2025-01-21T02:34
10.66,47,25.89,12,False,False,False,False,False,False,False,True,False,False,False,False,1.79,1,3,P00971,2025-01-14T12:09
6.62,23,23.88,12,True,False,False,False,False,False,False,False,False,False,False,False,5.61,1,6,P00972,2025-01-14T12:48
16.51,18,27.89,23,False,False,False,False,False,False,False,True,False,False,False,False,3.73,0,2,P00973,2025-01-19T23:53
9.34,35,5.7,3,True,False,False,False,False,False,False,False,False,False,False,False,1.87,1,1,P00974,2025-01-17T03:25
7.47,19,17.95,0,False,False,False,True,False,False,False,False,False,False,False,True,8.12,1,2,P00975,2025-01-14T00:32
26.7,37,30.49,22,False,False,False,True,False,False,False,False,False,False,False,True,15.22,1,6,P00976,2025-01-04T22:40
11.17,41,24.8,0,False,False,False,False,False,False,False,True,False,False,False,False,24.16,1,5,P00977,2025-01-04T00:01
10.03,30,10.61,14,False,False,False,False,False,False,False,False,False,False,False,True,15.74,1,4,P00978,2025-01-16T14:41
2.43,17,8.84,22,False,False,False,False,False,False,False,False,False,True,False,False,7.71,1,9,P00979,2025-01-13T22:29
20.19,33,33.5,20,False,False,False,True,False,False,False,False,False,False,False,True,1.31,1,8,P00980,2025-01-29T20:53
19.45,37,26.38,22,False,False,True,False,False,False,False,False,False,False,False,True,2.87,1,3,P00981,2025-01-17T22:39
3.05,38,16.07,10,False,False,False,False,False,False,True,False,False,False,False,True,5.49,0,5,P00982,2025-01-19T10:39
11.13,20,21.13,4,True,False,False,False,False,False,False,False,False,False,False,False,9.53,1,6,P00983,2025-01-16T04:20
125.63,101,110.6,18,True,False,False,False,False,False,False,False,False,False,False,False,66.73,1,7,P00984,2025-01-26T18:44
12.74,42,20.74,3,False,False,False,False,False,False,False,False,True,False,False,True,4.46,1,3,P00985,2025-01-07T03:16
3.92,20,5.55,10,False,False,False,False,False,False,False,False,False,True,False,False,0.59,1,9,P00986,2025-01-21T10:17
12.79,22,24.97,7,False,True,False,False,False,False,False,False,False,False,False,False,2.3,1,2,P00987,2025-01-09T07:52
2.99,27,16.84,5,False,False,False,False,False,False,False,False,True,False,False,True,9.25,1,3,P00988,2025-01-23T05:31
7.71,30,13.39,5,False,False,False,False,False,False,True,False,False,False,False,True,9.88,1,2,P00989,2025-01-04T05:31
10.78,41,21.69,9,False,False,False,False,False,False,False,False,False,True,False,False,10.03,1,8,P00990,2025-01-09T09:59
